case:concept:name,observation,time:timestamp
S166459,Insert Fine Notification - ,4343.0
S167495,Send Fine not observed within 720 hours,4343.0
S167490,Send Fine not observed within 720 hours,4343.0
S168029,Send Fine not observed within 720 hours,4343.0
P520,Create Fine - 551,4343.0
S159830,Insert Fine Notification - ,4343.0
S159967,Payment - ,4343.0
S165807,Insert Fine Notification - ,4343.0
S166051,Insert Fine Notification - ,4343.0
P741,A,4343.0
P742,A,4343.0
P669,A,4343.0
S169348,A,4343.0
S166085,Insert Fine Notification - ,4343.0
S168674,Send Fine not observed within 720 hours,4343.0
P753,A,4343.0
C22484,A,4343.0
S170063,A,4343.0
S145092,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,4343.0
S163493,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,4343.0
S170065,A,4343.0
S169781,A,4343.0
S168666,Send Fine not observed within 720 hours,4343.0
S166500,Send Fine not observed within 1440 hours,4343.0
S163831,Insert Fine Notification - ,4343.0
S166497,Send Fine not observed within 1440 hours,4343.0
P291,Create Fine - 538,4343.0
C22319,Send Fine not observed within 720 hours,4343.0
S167781,Send Fine not observed within 720 hours,4343.0
S168579,Send Fine not observed within 720 hours,4343.0
S169786,Create Fine - 852,4343.0
S166362,Insert Fine Notification - ,4343.0
S166149,Insert Fine Notification - ,4343.0
S165633,Insert Fine Notification - ,4343.0
S169783,A,4343.0
C22484,Send Fine - ,4343.0
S166084,Insert Fine Notification - ,4343.0
S165851,Insert Fine Notification - ,4343.0
S159140,Insert Fine Notification - ,4343.0
S166273,Insert Fine Notification - ,4343.0
S165821,Insert Fine Notification - ,4343.0
S163729,Send Fine not observed within 1440 hours,4343.0
S169790,A,4343.0
S164976,Insert Fine Notification - ,4343.0
S166428,Insert Fine Notification - ,4343.0
S145065,Insert Fine Notification - ,4343.0
S166756,Send Fine not observed within 1440 hours,4343.0
S169564,Create Fine - 854,4343.0
S168352,Send Fine not observed within 720 hours,4343.0
S167498,Send Fine not observed within 720 hours,4343.0
S166086,Insert Fine Notification - ,4343.0
S168667,Send Fine not observed within 720 hours,4343.0
V19127,Send Fine not observed within 720 hours,4343.0
S167538,Send Fine not observed within 720 hours,4343.0
S167921,Send Fine not observed within 720 hours,4343.0
S169564,A,4343.0
P754,A,4343.0
S166353,Insert Fine Notification - ,4343.0
C22298,Add penalty - ,4343.0
P755,Create Fine - 559,4343.0
S165502,Insert Fine Notification - ,4343.0
P522,Create Fine - 551,4343.0
S166620,Insert Fine Notification - ,4343.0
S170070,A,4367.0
S169134,Create Fine - 855,4367.0
P515,Create Fine - 551,4367.0
S169139,Create Fine - 855,4367.0
P747,Create Fine - 559,4367.0
S163807,Insert Fine Notification - ,4367.0
S170205,A,4367.0
S169626,A,4367.0
P449,Create Fine - 550,4367.0
S169624,A,4367.0
S170070,Create Fine - 49,4367.0
S170207,A,4367.0
S169797,Create Fine - 852,4367.0
P764,A,4367.0
S169945,A,4367.0
S166673,Send Fine not observed within 1440 hours,4367.0
P73,A,4367.0
P450,A,4367.0
S166135,Send Fine not observed within 1440 hours,4367.0
S166176,Send Fine not observed within 1440 hours,4367.0
P76,A,4367.0
S170204,A,4367.0
S166175,Send Fine not observed within 1440 hours,4367.0
S168128,Send Fine not observed within 720 hours,4367.0
P515,A,4367.0
S165024,Insert Fine Notification - ,4367.0
S165855,Send Fine not observed within 1440 hours,4367.0
P525,Create Fine - 551,4367.0
P448,Create Fine - 550,4367.0
S169944,A,4367.0
V19210,Create Fine - 29,4367.0
S163158,Add penalty - ,4367.0
S170152,A,4367.0
P448,A,4367.0
S166819,Send Fine not observed within 1440 hours,4367.0
P51,Create Fine - 536,4367.0
S169985,Create Fine - 861,4367.0
S169791,A,4367.0
S169139,A,4367.0
S169136,Create Fine - 855,4367.0
S169134,A,4367.0
S169625,Create Fine - 848,4367.0
S163158,Add penalty directly follows Insert Fine Notification,4367.0
S169624,Create Fine - 848,4367.0
P50,A,4367.0
P71,A,4367.0
S169986,Create Fine - 861,4367.0
S170069,A,4367.0
P73,Create Fine - 536,4367.0
C22531,A,4367.0
P71,Create Fine - 536,4367.0
P748,Create Fine - 559,4367.0
P749,Create Fine - 559,4367.0
S169793,A,4367.0
S169627,Create Fine - 848,4367.0
S169944,Create Fine - 851,4367.0
V19210,M,4367.0
S170069,Create Fine - 49,4367.0
S170207,Create Fine - 846,4367.0
P516,A,4367.0
P525,A,4367.0
P763,Create Fine - 559,4367.0
S169565,A,4367.0
S169797,A,4367.0
P526,A,4367.0
S170208,Create Fine - 846,4367.0
C22531,Create Fine - 858,4367.0
C22531,Send Fine - ,4367.0
P764,Create Fine - 559,4367.0
C22531,Insert Fine Notification - ,4367.0
S169988,Create Fine - 861,4367.0
S170152,Create Fine - 858,4367.0
P50,Create Fine - 536,4367.0
S166243,Insert Fine Notification - ,4367.0
V19003,Payment - ,4367.0
S170204,Create Fine - 846,4367.0
S169793,Create Fine - 852,4367.0
S169626,Create Fine - 848,4367.0
P526,Create Fine - 551,4367.0
S160843,Insert Fine Notification - ,4367.0
S169945,Create Fine - 851,4367.0
S170205,Create Fine - 846,4367.0
S169986,A,4367.0
S168126,Send Fine not observed within 720 hours,4367.0
S169796,A,4367.0
P516,Create Fine - 551,4367.0
P747,A,4367.0
S169988,A,4367.0
S170208,A,4367.0
S169625,A,4367.0
S169136,A,4367.0
S169627,A,4367.0
P524,A,4367.0
S168129,Send Fine not observed within 720 hours,4367.0
P449,A,4367.0
P749,A,4367.0
P76,Create Fine - 536,4367.0
P524,Create Fine - 551,4367.0
S169796,Create Fine - 852,4367.0
S169791,Create Fine - 852,4367.0
P763,A,4367.0
P450,Create Fine - 550,4367.0
S169794,A,4367.0
P51,A,4367.0
S169794,Create Fine - 852,4367.0
S169985,A,4367.0
S169565,Create Fine - 854,4367.0
P748,A,4367.0
V19132,Send Fine not observed within 720 hours,4391.0
S167981,Send Fine not observed within 720 hours,4391.0
S170321,Create Fine - 851,4391.0
S161987,Add penalty - ,4391.0
S170313,Create Fine - 851,4391.0
S170361,A,4391.0
P922,Create Fine - 538,4391.0
S170318,Create Fine - 851,4391.0
S168701,Send Fine not observed within 720 hours,4391.0
P83,A,4391.0
S169989,Create Fine - 861,4391.0
S170305,Create Fine - 851,4391.0
C22424,Create Fine - 59,4391.0
S168752,Send Fine not observed within 720 hours,4391.0
S170308,Create Fine - 851,4391.0
S168705,Send Fine not observed within 720 hours,4391.0
S168581,Send Fine not observed within 720 hours,4391.0
S164987,Insert Fine Notification - ,4391.0
C22029,Send Fine not observed within 1440 hours,4391.0
S165244,Send Fine not observed within 1440 hours,4391.0
S167543,Send Fine not observed within 720 hours,4391.0
C22378,Insert Fine Notification - ,4391.0
S168238,Send Fine not observed within 720 hours,4391.0
S170305,A,4391.0
S168686,Send Fine not observed within 720 hours,4391.0
S168467,Send Fine not observed within 720 hours,4391.0
S168237,Send Fine not observed within 720 hours,4391.0
S168469,Send Fine not observed within 720 hours,4391.0
S168614,Send Fine not observed within 720 hours,4391.0
S168360,Send Fine not observed within 720 hours,4391.0
S167200,A,4391.0
S167002,Send Fine not observed within 1440 hours,4391.0
S168587,Send Fine not observed within 720 hours,4391.0
C22242,Insert Fine Notification - ,4391.0
S168235,Send Fine not observed within 720 hours,4391.0
C22028,Send Fine not observed within 1440 hours,4391.0
C22424,Send Fine - ,4391.0
P79,Create Fine - 536,4391.0
S168684,Send Fine not observed within 720 hours,4391.0
S168588,Send Fine not observed within 720 hours,4391.0
C22161,Send Fine not observed within 1440 hours,4391.0
S169990,Create Fine - 861,4391.0
S168612,Send Fine not observed within 720 hours,4391.0
V19130,Send Fine not observed within 720 hours,4391.0
S168683,Send Fine not observed within 720 hours,4391.0
S168685,Send Fine not observed within 720 hours,4391.0
S170361,Create Fine - 852,4391.0
S163381,Send Fine not observed within 720 hours,4391.0
P78,Create Fine - 536,4391.0
S154984,Send Fine not observed within 1440 hours,4391.0
S170321,A,4391.0
P924,Create Fine - 538,4391.0
S170360,A,4391.0
P460,A,4391.0
S169997,A,4391.0
S168940,A,4391.0
S169533,A,4391.0
S170899,A,4391.0
S170322,Create Fine - 851,4391.0
S169702,A,4391.0
S170315,M,4391.0
P82,A,4391.0
S170319,A,4391.0
S168236,Send Fine not observed within 720 hours,4391.0
S169990,A,4391.0
S168148,A,4391.0
S168941,A,4391.0
S169989,A,4391.0
P78,A,4391.0
P922,A,4391.0
V19205,M,4391.0
S170308,A,4391.0
S169994,M,4391.0
P923,A,4391.0
S169534,A,4391.0
P928,A,4391.0
S170312,A,4391.0
S168234,Send Fine not observed within 720 hours,4391.0
S167200,Create Fine - 63,4391.0
P461,A,4391.0
C22424,A,4391.0
P927,A,4391.0
S169663,A,4391.0
S170313,A,4391.0
S169535,Create Fine - 849,4391.0
V19205,Create Fine - 29,4391.0
S169994,Create Fine - 861,4391.0
S170312,Create Fine - 851,4391.0
S164146,Add penalty directly follows Insert Fine Notification,4391.0
S161987,Add penalty directly follows Insert Fine Notification,4391.0
C22242,Send Fine - ,4391.0
P929,A,4391.0
P80,A,4391.0
S170318,A,4391.0
S170322,A,4391.0
P79,A,4391.0
S168679,Send Fine not observed within 720 hours,4391.0
S169207,A,4391.0
S168680,Send Fine not observed within 720 hours,4391.0
P927,Create Fine - 538,4391.0
P923,Create Fine - 538,4391.0
S169995,A,4391.0
P924,A,4391.0
S169995,Create Fine - 861,4391.0
S169535,A,4391.0
P460,Create Fine - 550,4391.0
S169534,Create Fine - 849,4391.0
C22121,Send Appeal to Prefecture - ,4391.0
S168940,Create Fine - 859,4391.0
P928,Create Fine - 538,4391.0
C22424,Insert Fine Notification - ,4391.0
S169207,Create Fine - 63,4391.0
C22378,Send Fine - ,4391.0
C22378,A,4391.0
S168941,Create Fine - 859,4391.0
S170315,Create Fine - 851,4391.0
S164146,Add penalty - ,4391.0
S169663,Create Fine - 11,4391.0
S167542,Send Fine not observed within 720 hours,4391.0
S169997,Create Fine - 861,4391.0
S169533,Create Fine - 849,4391.0
C22378,Create Fine - 59,4391.0
P461,Create Fine - 550,4391.0
S168148,Create Fine - 63,4391.0
P83,Create Fine - 536,4391.0
S170358,Create Fine - 852,4391.0
S170899,Create Fine - 42,4391.0
P929,Create Fine - 538,4391.0
P82,Create Fine - 536,4391.0
S164873,Insert Fine Notification - ,4391.0
P80,Create Fine - 536,4391.0
S166334,Insert Fine Notification - ,4391.0
S170360,Create Fine - 852,4391.0
S166188,Insert Fine Notification - ,4391.0
S170319,Create Fine - 851,4391.0
S169702,Create Fine - 59,4391.0
S170358,A,4391.0
S170077,A,4415.0
P91,Create Fine - 536,4415.0
S170373,Create Fine - 852,4415.0
S166535,Insert Fine Notification - ,4415.0
S164850,Insert Fine Notification - ,4415.0
S170373,A,4415.0
S166026,Insert Fine Notification - ,4415.0
S170326,A,4415.0
S166618,Insert Fine Notification - ,4415.0
S165810,Insert Fine Notification - ,4415.0
S165903,Insert Fine Notification - ,4415.0
S168942,Create Fine - 859,4415.0
S166665,Insert Fine Notification - ,4415.0
S164893,Insert Fine Notification - ,4415.0
S170365,A,4415.0
S170154,Create Fine - 858,4415.0
S168944,M,4415.0
C22379,A,4415.0
S164844,Insert Fine Notification - ,4415.0
S170366,Create Fine - 852,4415.0
S165671,Insert Fine Notification - ,4415.0
S166396,Insert Fine Notification - ,4415.0
P790,Create Fine - 559,4415.0
S165805,Insert Fine Notification - ,4415.0
S170213,A,4415.0
S170158,Create Fine - 858,4415.0
S168943,A,4415.0
P455,A,4415.0
S169569,A,4415.0
S168695,Send Fine not observed within 720 hours,4415.0
S168944,Create Fine - 859,4415.0
S145082,Insert Fine Notification - ,4415.0
S145084,Insert Fine Notification - ,4415.0
S166592,Insert Fine Notification - ,4415.0
S166366,Insert Fine Notification - ,4415.0
V19142,Send Fine not observed within 720 hours,4415.0
S169140,Create Fine - 855,4415.0
P457,Create Fine - 550,4415.0
S168809,Send Fine not observed within 720 hours,4415.0
P758,Create Fine - 559,4415.0
S170154,A,4415.0
S165635,Insert Fine Notification - ,4415.0
S164729,Send Fine not observed within 720 hours,4415.0
S165714,A,4415.0
S167548,Send Fine not observed within 720 hours,4415.0
S168802,Send Fine not observed within 720 hours,4415.0
S168690,Send Fine not observed within 720 hours,4415.0
S168691,Send Fine not observed within 720 hours,4415.0
S159019,Send Fine not observed within 1440 hours,4415.0
S168246,Send Fine not observed within 720 hours,4415.0
S168803,Send Fine not observed within 720 hours,4415.0
S168693,Send Fine not observed within 720 hours,4415.0
P758,A,4415.0
S170366,A,4415.0
S166227,Insert Fine Notification - ,4415.0
S166753,Insert Fine Notification - ,4415.0
S167103,Insert Fine Notification - ,4415.0
S163445,Insert Date Appeal to Prefecture - ,4415.0
S161044,Create Fine - 41,4415.0
S170365,Create Fine - 852,4415.0
S166381,Insert Fine Notification - ,4415.0
S170371,Create Fine - 852,4415.0
S166637,Insert Fine Notification - ,4415.0
S166763,Insert Fine Notification - ,4415.0
S165451,Insert Fine Notification - ,4415.0
S168810,Send Fine not observed within 720 hours,4415.0
S168364,Send Fine not observed within 720 hours,4415.0
S163087,Insert Fine Notification - ,4415.0
P760,A,4415.0
S145061,Insert Fine Notification - ,4415.0
S168943,Create Fine - 859,4415.0
P760,Create Fine - 559,4415.0
S165398,Insert Fine Notification - ,4415.0
S164682,Insert Fine Notification - ,4415.0
P792,Create Fine - 559,4415.0
P759,Create Fine - 559,4415.0
S166574,Insert Fine Notification - ,4415.0
S169140,A,4415.0
S168942,A,4415.0
P457,A,4415.0
S166103,Insert Fine Notification - ,4415.0
S168241,Send Fine not observed within 720 hours,4415.0
S168757,Send Fine not observed within 720 hours,4415.0
S166828,Insert Fine Notification - ,4415.0
S167687,Create Fine - 62,4415.0
S159814,Insert Fine Notification - ,4415.0
S166664,Insert Fine Notification - ,4415.0
S166429,Insert Fine Notification - ,4415.0
S165714,Create Fine - 30,4415.0
S166338,Insert Fine Notification - ,4415.0
S170077,Create Fine - 49,4415.0
S166653,Insert Fine Notification - ,4415.0
S159819,Insert Fine Notification - ,4415.0
V19134,Send Fine not observed within 720 hours,4415.0
S165908,Insert Fine Notification - ,4415.0
S170371,A,4415.0
C22379,Create Fine - 62,4415.0
P792,A,4415.0
S168707,Send Fine not observed within 720 hours,4415.0
S170326,Create Fine - 851,4415.0
S165640,Insert Fine Notification - ,4415.0
S166816,Insert Fine Notification - ,4415.0
C22379,Insert Fine Notification - ,4415.0
S168511,Send Fine not observed within 720 hours,4415.0
S166143,Insert Fine Notification - ,4415.0
S170211,Create Fine - 846,4415.0
S165201,Insert Fine Notification - ,4415.0
S166220,Insert Fine Notification - ,4415.0
S168509,Send Fine not observed within 720 hours,4415.0
S168851,Send Fine not observed within 720 hours,4415.0
S170213,Create Fine - 846,4415.0
S164720,Insert Fine Notification - ,4415.0
S168512,Send Fine not observed within 720 hours,4415.0
S166545,Insert Fine Notification - ,4415.0
S168756,Send Fine not observed within 720 hours,4415.0
S168446,Send Fine not observed within 720 hours,4415.0
S168247,Send Fine not observed within 720 hours,4415.0
S165382,Insert Fine Notification - ,4415.0
S165357,Insert Fine Notification - ,4415.0
C22243,Send Fine - ,4415.0
C22379,Send Fine - ,4415.0
S166456,Insert Fine Notification - ,4415.0
S169569,Create Fine - 854,4415.0
P455,Create Fine - 550,4415.0
S166005,Insert Fine Notification - ,4415.0
S164828,Insert Fine Notification - ,4415.0
S161044,A,4415.0
P90,Create Fine - 536,4415.0
P790,A,4415.0
S168470,Send Fine not observed within 720 hours,4415.0
S163995,Send Fine not observed within 720 hours,4415.0
S166054,Insert Fine Notification - ,4415.0
P90,A,4415.0
S168513,Send Fine not observed within 720 hours,4415.0
P446,Create Fine - 550,4415.0
S168508,Send Fine not observed within 720 hours,4415.0
S165332,Insert Fine Notification - ,4415.0
S167687,A,4415.0
S170158,A,4415.0
S163445,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,4415.0
S166561,Insert Fine Notification - ,4415.0
S165037,Insert Fine Notification - ,4415.0
S145098,Insert Fine Notification - ,4415.0
S170211,A,4415.0
C22151,Insert Fine Notification - ,4415.0
C22243,Insert Fine Notification - ,4415.0
P446,A,4415.0
S168471,Send Fine not observed within 720 hours,4415.0
P91,A,4415.0
P759,A,4415.0
P454,A,4439.0
S169145,Create Fine - 855,4439.0
P452,A,4439.0
S163114,A,4439.0
S166222,Insert Fine Notification - ,4439.0
S169366,Create Fine - 857,4439.0
P664,Create Fine - 557,4439.0
P454,Create Fine - 550,4439.0
S165857,Insert Fine Notification - ,4439.0
S163117,A,4439.0
S169576,A,4439.0
S170464,A,4439.0
S163115,A,4439.0
S163116,A,4439.0
S170382,A,4439.0
S170458,A,4439.0
S170081,Create Fine - 49,4439.0
S166607,Insert Fine Notification - ,4439.0
P665,Create Fine - 557,4439.0
S165837,Insert Fine Notification - ,4439.0
S163686,Insert Fine Notification - ,4439.0
S169143,A,4439.0
S169570,Create Fine - 854,4439.0
S170898,Create Fine - 42,4439.0
S167005,Insert Fine Notification - ,4439.0
P651,Create Fine - 557,4439.0
S169628,Create Fine - 848,4439.0
P465,Create Fine - 550,4439.0
P795,A,4439.0
S163999,Send Fine not observed within 720 hours,4439.0
S165310,Insert Fine Notification - ,4439.0
S168948,A,4439.0
S170465,A,4439.0
S163789,Insert Fine Notification - ,4439.0
S165181,A,4439.0
S161826,Insert Fine Notification - ,4439.0
S170159,Create Fine - 858,4439.0
S166142,Send Fine not observed within 1440 hours,4439.0
S160887,Insert Fine Notification - ,4439.0
S170401,Create Fine - 860,4439.0
S169365,Create Fine - 857,4439.0
S168945,Create Fine - 859,4439.0
S169366,A,4439.0
S162438,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,4439.0
S165378,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,4439.0
S169877,Create Fine - 40,4439.0
P793,A,4439.0
S170160,Create Fine - 858,4439.0
S160898,Insert Fine Notification - ,4439.0
P465,A,4439.0
S169576,Create Fine - 854,4439.0
S165184,A,4439.0
S170079,Create Fine - 49,4439.0
S165393,Insert Fine Notification - ,4439.0
S169887,Create Fine - 40,4439.0
P452,Create Fine - 550,4439.0
P894,Create Fine - 561,4439.0
S165194,Create Fine - 45,4439.0
S170080,Create Fine - 49,4439.0
S169574,Create Fine - 854,4439.0
S166761,Send Fine not observed within 1440 hours,4439.0
S165185,A,4439.0
S160976,Insert Fine Notification - ,4439.0
S170898,A,4439.0
S170401,A,4439.0
S165181,Create Fine - 45,4439.0
S168517,Send Fine not observed within 720 hours,4439.0
S165183,A,4439.0
P893,Create Fine - 561,4439.0
P767,A,4439.0
S165199,Create Fine - 45,4439.0
S166240,Insert Fine Notification - ,4439.0
S169145,A,4439.0
P665,A,4439.0
P453,Create Fine - 550,4439.0
S163117,Create Fine - 9,4439.0
S169573,A,4439.0
S166990,Insert Fine Notification - ,4439.0
V19148,Send Fine not observed within 720 hours,4439.0
S169570,A,4439.0
S169365,A,4439.0
S170160,A,4439.0
S170081,A,4439.0
S165185,Create Fine - 45,4439.0
S165909,Send Fine not observed within 1440 hours,4439.0
S168366,Send Fine not observed within 720 hours,4439.0
S170382,Create Fine - 852,4439.0
S166332,Insert Fine Notification - ,4439.0
S170378,Create Fine - 852,4439.0
S170378,A,4439.0
S162989,Insert Fine Notification - ,4439.0
S170454,A,4439.0
S170455,A,4439.0
P894,A,4439.0
S169629,A,4439.0
P893,A,4439.0
P795,Create Fine - 559,4439.0
P652,Create Fine - 557,4439.0
S170455,Create Fine - 861,4439.0
S166306,Insert Fine Notification - ,4439.0
S170383,A,4439.0
S163115,Create Fine - 9,4439.0
P668,A,4439.0
S165183,Create Fine - 45,4439.0
S168948,Create Fine - 859,4439.0
S170464,Create Fine - 861,4439.0
S165194,A,4439.0
S163114,Create Fine - 9,4439.0
S168945,A,4439.0
S170454,Create Fine - 861,4439.0
S170159,A,4439.0
S169628,A,4439.0
P793,Create Fine - 559,4439.0
P651,A,4439.0
P668,Create Fine - 557,4439.0
S169574,A,4439.0
S162438,Insert Date Appeal to Prefecture - ,4439.0
S165184,Create Fine - 45,4439.0
S169573,Create Fine - 854,4439.0
S165378,Insert Date Appeal to Prefecture - ,4439.0
S161046,Create Fine - 41,4439.0
S166579,Insert Fine Notification - ,4439.0
S169143,Create Fine - 855,4439.0
P655,Create Fine - 557,4439.0
P654,Create Fine - 557,4439.0
S167987,Send Fine not observed within 720 hours,4439.0
S166097,Insert Fine Notification - ,4439.0
P453,A,4439.0
P767,Create Fine - 559,4439.0
S168478,Send Fine not observed within 720 hours,4439.0
S168369,Send Fine not observed within 720 hours,4439.0
S168708,Send Fine not observed within 720 hours,4439.0
S166272,Insert Fine Notification - ,4439.0
S163116,Create Fine - 9,4439.0
S166096,Insert Fine Notification - ,4439.0
P652,A,4439.0
P664,A,4439.0
S168476,Send Fine not observed within 720 hours,4439.0
S170383,Create Fine - 852,4439.0
S169629,Create Fine - 848,4439.0
P654,A,4439.0
S168365,Send Fine not observed within 720 hours,4439.0
P655,A,4439.0
S168367,Send Fine not observed within 720 hours,4439.0
S161046,A,4439.0
S168475,Send Fine not observed within 720 hours,4439.0
S170465,Create Fine - 861,4439.0
S166807,Insert Fine Notification - ,4439.0
S169887,A,4439.0
S168321,Send Fine not observed within 720 hours,4439.0
S168861,Send Fine not observed within 720 hours,4439.0
S167154,Insert Fine Notification - ,4439.0
S161882,Send Fine not observed within 720 hours,4439.0
S168368,Send Fine not observed within 720 hours,4439.0
S165199,A,4439.0
S168479,Send Fine not observed within 720 hours,4439.0
S169877,A,4439.0
S168371,Send Fine not observed within 720 hours,4439.0
S167925,Send Fine not observed within 720 hours,4439.0
S168812,Send Fine not observed within 720 hours,4439.0
S168480,Send Fine not observed within 720 hours,4439.0
S168696,Send Fine not observed within 720 hours,4439.0
V19147,Send Fine not observed within 720 hours,4439.0
S163998,Send Fine not observed within 720 hours,4439.0
S168477,Send Fine not observed within 720 hours,4439.0
S170458,Create Fine - 861,4439.0
S170079,A,4439.0
S170080,A,4439.0
S168858,Send Fine not observed within 720 hours,4439.0
S168378,Send Fine not observed within 720 hours,4463.0
S168588,Send Fine - ,4463.0
S168039,Send Fine not observed within 720 hours,4463.0
S167225,Send Fine - ,4463.0
S161883,Send Fine not observed within 720 hours,4463.0
S168033,Send Fine not observed within 720 hours,4463.0
S167652,Send Fine - ,4463.0
S168373,Send Fine not observed within 720 hours,4463.0
S166879,Send Fine - ,4463.0
S167988,Send Fine not observed within 720 hours,4463.0
S167571,Send Fine - ,4463.0
S167574,Send Fine - ,4463.0
S165698,Send Fine - ,4463.0
S168715,Send Fine not observed within 720 hours,4463.0
S166450,Send Fine - ,4463.0
S166866,Send Fine - ,4463.0
S168404,Send Fine - ,4463.0
S168439,Send Fine - ,4463.0
S168622,Send Fine not observed within 720 hours,4463.0
S168402,Send Fine - ,4463.0
S158133,Send Fine - ,4463.0
S168094,Send Fine - ,4463.0
S168680,Send Fine - ,4463.0
S167248,Send Fine - ,4463.0
S168410,Send Fine - ,4463.0
S163821,Send Fine - ,4463.0
S159818,Send Fine - ,4463.0
S167392,Send Fine - ,4463.0
S164436,Payment - ,4463.0
S167385,Send Fine - ,4463.0
S162449,Send Fine - ,4463.0
S162450,Send Fine - ,4463.0
S168502,Send Fine - ,4463.0
S166874,Send Fine - ,4463.0
S163356,Send Fine - ,4463.0
S168432,Send Fine - ,4463.0
S167368,Send Fine - ,4463.0
S167485,Send Fine - ,4463.0
S167554,Send Fine - ,4463.0
S167294,Send Fine - ,4463.0
S166646,Send Fine - ,4463.0
S168864,Send Fine not observed within 720 hours,4463.0
S168668,Send Fine - ,4463.0
S165909,Send Fine - ,4463.0
S167173,Send Fine - ,4463.0
S167163,Send Fine - ,4463.0
S167990,Send Fine not observed within 720 hours,4463.0
S163799,Send Fine - ,4463.0
S167185,Send Fine - ,4463.0
S167029,Send Fine - ,4463.0
S167197,Send Fine - ,4463.0
S168952,Send Fine not observed within 720 hours,4463.0
S168437,Send Fine - ,4463.0
S164558,Send Fine - ,4463.0
S167267,Send Fine - ,4463.0
S165944,Send Fine - ,4463.0
S163563,Send Fine - ,4463.0
S166645,Send Fine - ,4463.0
S163075,Send Fine - ,4463.0
S166208,Send Fine - ,4463.0
S165792,Send Fine - ,4463.0
S166878,Send Fine - ,4463.0
S167192,Send Fine - ,4463.0
S165948,Send Fine - ,4463.0
S163677,Send Fine - ,4463.0
S163329,Send Fine - ,4463.0
S168579,Send Fine - ,4463.0
S167214,Send Fine - ,4463.0
S166849,Send Fine - ,4463.0
S167249,Send Fine - ,4463.0
P53,Create Fine - 536,4463.0
S168673,Send Fine - ,4463.0
S162474,Send Fine - ,4463.0
S166648,Send Fine - ,4463.0
S166778,Send Fine - ,4463.0
S166705,Send Fine - ,4463.0
S167265,Send Fine - ,4463.0
S168614,Send Fine - ,4463.0
S168465,Send Fine - ,4463.0
S165915,Send Fine - ,4463.0
S168674,Send Fine - ,4463.0
S168469,Send Fine - ,4463.0
S163673,Send Fine - ,4463.0
S166790,Send Fine - ,4463.0
S167160,Send Fine - ,4463.0
S167269,Send Fine - ,4463.0
S168467,Send Fine - ,4463.0
S169639,A,4463.0
S167816,Send Fine - ,4463.0
S165052,Send Fine - ,4463.0
S167878,Send Fine - ,4463.0
S166946,Send Fine - ,4463.0
S166347,Send Fine - ,4463.0
S165950,Send Fine - ,4463.0
S163104,Send Fine - ,4463.0
S167024,Send Fine - ,4463.0
S167477,Send Fine - ,4463.0
S166338,Payment - ,4463.0
P768,Create Fine - 559,4463.0
S167775,Send Fine - ,4463.0
S167817,Send Fine - ,4463.0
S170030,A,4463.0
S170652,A,4463.0
S170027,A,4463.0
S170021,A,4463.0
S164995,Send Fine - ,4463.0
S167830,Send Fine - ,4463.0
S168666,Send Fine - ,4463.0
S166634,Send Fine not observed within 1440 hours,4463.0
S166821,Send Fine not observed within 1440 hours,4463.0
S170338,A,4463.0
S170655,A,4463.0
S166786,Send Fine - ,4463.0
S170024,A,4463.0
S170215,A,4463.0
S170033,A,4463.0
S170020,A,4463.0
S169212,A,4463.0
S169214,A,4463.0
P851,A,4463.0
P856,A,4463.0
S167483,Send Fine - ,4463.0
S170032,A,4463.0
S170028,A,4463.0
S166840,Send Fine - ,4463.0
S167016,Send Fine - ,4463.0
S169215,A,4463.0
S170216,A,4463.0
S167050,Send Fine - ,4463.0
S163505,Send Fine - ,4463.0
S168460,Send Fine - ,4463.0
S167237,Send Fine - ,4463.0
S167266,Send Fine - ,4463.0
S170337,A,4463.0
P948,Create Fine - 538,4463.0
S170087,A,4463.0
S168716,Send Fine not observed within 720 hours,4463.0
S167975,Send Fine - ,4463.0
S168406,Send Fine - ,4463.0
S167391,Send Fine - ,4463.0
S167967,Send Fine - ,4463.0
S164568,Send Fine - ,4463.0
S168138,Send Fine not observed within 720 hours,4463.0
S167384,Send Fine - ,4463.0
S167891,Send Fine - ,4463.0
P768,A,4463.0
P771,Create Fine - 559,4463.0
S168501,Send Fine - ,4463.0
S166446,Send Fine - ,4463.0
S163665,Send Fine - ,4463.0
S165793,Send Fine - ,4463.0
S168086,Send Fine - ,4463.0
S162392,Send Fine - ,4463.0
S167177,Send Fine - ,4463.0
S167778,Send Fine - ,4463.0
S169641,A,4463.0
S167035,Send Fine - ,4463.0
S162459,Send Fine - ,4463.0
S166933,Send Fine - ,4463.0
S163847,Send Fine - ,4463.0
S166881,Send Fine - ,4463.0
S167263,Send Fine - ,4463.0
S168136,Send Fine not observed within 720 hours,4463.0
S168135,Send Fine not observed within 720 hours,4463.0
S168131,Send Fine not observed within 720 hours,4463.0
S168902,Send Fine not observed within 720 hours,4463.0
S168625,Send Fine not observed within 720 hours,4463.0
S167965,Send Fine - ,4463.0
S167395,Send Fine - ,4463.0
S167272,Send Fine - ,4463.0
